headlines,sources,links,head_line,Date,story
Technical Analysis Of Reliance Industries Limited; Bulls Are Rejecting The Present - Investing.com India,Investing.com,https://in.investing.com/analysis/technical-analysis-of-reliance-industries-limited-bulls-are-rejecting-the-present-200439834,Technical Analysis Of Reliance Industries Limited; Bulls Are Rejecting The Present,"Stock Market Analysis
2020-05-19 03:12","Technical Analysis of Reliance Industries (NS: RELI ) Limited; bulls are rejecting the present price level
A company that founded in the late 1960s got confirmation of its name as Reliance Industries Limited in 1985. In the beginning years of RIL, Shri Dhirubhai H. Ambani who is the founder; gave it shape as a petrochemical major, started as a textile manufacturer, is today considered as India's largest private sector company on all major financial parameters. In 2004, Reliance Industries (RIL) became the first Indian private sector organization to be listed in the Fortune Global 500 list. The company runs world-class manufacturing facilities across the country at Allahabad, Hazira, Barabanki, Nagothane, Dahej, Hoshiarpur, Nagpur, Patalganga, Naroda, Silvassa, Jamnagar, and Vadodara. Today RIL’s business activities span across hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail, and telecommunications. In this article, the emphasis is on finding out the best possible information which could highlight the price movement of RIL in the coming months. To start with my assessment is the price of RIL has a higher chance of attempting a correction in its price pattern. This assessment is based on different technical analysis and the chart pattern. The technical report is explained in details as follows:
Fig.-1: Monthly Chart
Source: www. in.investing.com
From the above Fig. 1 it is very well observed that in May 2020 the high price level is Rs. 1494.95 and the lifetime high is at Rs. 1617.55. In the mid of April 2020, RIL decided to bring Rights Issue and this news came in every newspaper and this news kept the price up. Throughout April 2020 the price did not go down but in early May when the price touched the lifetime high the selling started coming and failed to sustain at that price level. On 11th May 2020, the price reached Rs. 1615.00, and after 10.30 AM the price kept on continuously falling since then. The following Fig. 2 indicates that the RIL price started moving up in the 4th week of March 2020, and it kept on moving till 11th May 2020 with a strong buying presence.
Fig.-2: Weekly Chart
Source: www. in.investing.com
The above Fig. 2 indicates that the trend angle in the weekly chart started to decrease as it progressed to this week. This is an indication that the RIL price is losing strength over the period; this otherwise establishes the fact that the buyers at the present moment are not interested in buying the stock at the current price level. Therefore, the price of RIL is going to get a steep correction over the first quarter of the present financial year.
Fig.-3: Daily Chart
Source: www. in.investing.com
From the above Fig. 3, you will find there are five moving averages that are available, and four each short-term moving average is crossing each corresponding long-term moving average. Fig. 3 figures out that the 5-day moving average started crossing the 50-day moving average there was a gap up opening of around 80 points that took place, and that was the place where 15/20/30 moving averages crossed the 50-day moving average from down to upward. But in this time frame though the price increased and the speed of growth came down as well as it is observed that the confusion amongst the buyers is clearly visible at the upper wick of the candles these days. This is an indication that the buyers are not bullish to keep on buying at that level. Therefore, there is a greater possibility that the RIL price may witness a sharp fall in the price of the stock.
Fig.-4: Daily Chart of MA, MACD, and RSI


Source: www. in.investing.com
The above Fig. 4 combinedly shows Moving Average, MACD and RSI. You can see in Fig. 4 the MACD line and the trigger line are becoming narrowing down and moving upward with the possible convergence which shows the buying intention is becoming weaker in comparison to the selling pressure. At the same time, the RSI line has touched the 70-mark line that indicated the over purchase zone. It is observed at his RSI level the price of any stock takes little breath and distribution of price takes place and once that level completes the share price starts falling. In this case, the RSI shows the possible future fall in the RIL price. Thus, it can be articulated that the MA, MACD, RSI daily chart pattern combinedly indicates the possible fall in the RIL stock.
The following Fig. 5 combinedly shows EMA, MACD, and RSI. The chart pattern very well defines the possible future distribution of price at the upper level with a big upper wick. You can see when the 10-day and 20-day EMA started crossing the 30-day EMA the gap up opening took place with higher volume but next day small green body formed followed by the next day's green candle in which the upper wick was bigger than that of the body. Shows the rejection of buying interest among the bulls.
Fig.-5: Daily Chart of Bollinger Band, MA, MACD, and RSI


Source: www. in.investing.com
The above chart represents the price pattern in a daily time frame. In this situation, the upper line of the Bollinger Band represents the resistance level of the RIL’s price. You can see that the price failed to go beyond the upper band of the Bollinger Band, this indicates the price rejection at the upper band on 11th May, which is an indication that the price may not go beyond Rs. 1615.00 level.

Fig.-6: Daily Moving Average Chart
Source: www. in.investing.com
The above Fig. 6 highlights that the RIL’s price failed to go beyond Rs. 1615.00 level and it slipped below Rs. 1460.00 level on 14th May 2020. At that time the MACD line also crossed the signal line in the daily price chart. This is a confirmation of the possible future downward movement of the RIL’s price. The following Fig. 7 highlights that the RIL’s price movement on 14th May 2020 closed below the uptrend line as well as on 15th the price closed above the opening price but failed to cross the previous day’s opening price. This shows an indication that the RIL’s share price has a greater possibility that it may get distributed at that price range and may take downward movement after 20th May 2020 once the rights Issue completes. There is a greater possibility that the RIL’s price may fall beyond Rs. 1412.00 level. Since it gets strong support at that level, if it breaches that level there is a greater possibility that the price may fall further and approach Rs. 1179.00 mark. The MACD chart also confirms this price pattern.
Fig.-7: Daily Trend Line Chart
Source: www. in.investing.com"
BRIEF-Reliance Industries Says Vista Equity Partners To Invest 113.67 Bln Rupees In Jio Platforms - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-says-vista-equity-partners-to-invest-11367-bln-rupees-in-jio-platforms-2249093,BRIEF-Reliance Industries Says Vista Equity Partners To Invest 113.67 Bln Rupees In Jio Platforms,"Reuters
Stock Market News
2020-05-08 02:24","May 7 (Reuters) - Reliance Industries Ltd RELI.NS :
* RELIANCE INDUSTRIES SAYS VISTA EQUITY PARTNERS TO INVEST 113.67 BILLION RUPEES IN JIO PLATFORMS
* RELIANCE INDUSTRIES SAYS VISTA'S INVESTMENT WILL TRANSLATE INTO A 2.32% EQUITY STAKE IN JIO PLATFORMS ON A FULLY DILUTED BASIS
* RELIANCE INDUSTRIES SAYS MORGAN STANLEY ACTED AS FINANCIAL ADVISOR TO RELIANCE INDUSTRIES ON VISTA DEAL Further company coverage: RELI.NS"
"BRIEF-Reliance Industries To Sell Its 4.9% Stake In Asian Paints Via Block Deal- ET Now, Citing Sources - Investing.com India",Investing.com,https://in.investing.com/news/briefreliance-industries-to-sell-its-49-stake-in-asian-paints-via-block-deal-et-now-citing-sources-2248282,"BRIEF-Reliance Industries To Sell Its 4.9% Stake In Asian Paints Via Block Deal- ET Now, Citing Sources","Reuters
Stock Market News
2020-05-07 14:18","May 7 (Reuters) - Asian Paints Ltd ASPN.NS :
* RELIANCE INDUSTRIES TO SELL ITS 4.9% STAKE IN ASIAN PAINTS VIA BLOCK DEAL- ET NOW, CITING SOURCES"
"Reliance Industries – It’s a Speculative Rally, Beware of Trend Reversal! - Investing.com India",Investing.com,https://in.investing.com/analysis/reliance-industries--its-a-speculative-rally-beware-of-trend-reversal-200439228,"Reliance Industries – It’s a Speculative Rally, Beware of Trend Reversal!","Market Overview
2020-05-04 10:12","Yep! Its Reliance once again – Reliance Industry Share prices are technically in an Uptrend since March. Share prices have rallied so far from 900 to 1500 and some market participants are wondering what’s going on in the Stock. The Short term Uptrend is clearly visible on 2h and 4h timeframe.

But the recent signs of “overextension” within the Uptrend and the overall negative market sentiment might spark a Trend Reversal in the stock. Take a look at this Chart Analysis.

Reliance Industries (NS: RELI ) – Short Term Uptrend

Reliance share prices are rallying higher because of speculation over the recent decisions and business activities undertaken by the Management. One of the most cited reasons behind the rally is the business deal that happened between Jio and Facebook (NASDAQ: FB ). Another important point is the constant measures taken by the company to cut its debt from the Balance sheet. These two factors seem to be influencing the Investor’s behavior so far. In a simple sense, we can say that Uptrend in Reliance is a result of Speculation over the future prospects of Business.

But given the current circumstances and negative market sentiment, the Uptrend might be short-lived. Even the Price behavior is showing the signs of overextension in the Uptrend – a tendency of price movement to revert back to the mean value after 2 – 3 consequent rallies.

So based on these factors, we can say there is a good possibility of Trend Reversal in the Stock. The trend could either reverse into a Range or it might altogether turn into an opposite trend. In either way, we can expect some potential trading opportunities in upcoming days.

Hence Traders should keep an eye on the Price Action of Reliance Industries and must avoid taking positions impulsively. Execute trades only if there’s a proper setup with good risk-reward. In case of any strong positive catalyst, we need to change our bias and expectation.

Original Post"
Reliance Industries And HDFC AMC: In An Utter State Of Confusion - Investing.com India,Investing.com,https://in.investing.com/analysis/reliance-industries-and-hdfc-amc-in-an-utter-state-of-confusion-200439197,Reliance Industries And HDFC AMC: In An Utter State Of Confusion,"Stock Market Analysis
2020-05-04 02:31","This week the Indian financial market is going to be hammered by a torrent of news and economic data which if put bluntly will result in many short and long traders getting whipsawed if they aren’t nimble enough. Moreover, at the time of writing this article, the SGX Nifty is roughly 500 points down and all I can say is that most long traders on Monday morning will receive a surprise colonoscopy. Furthermore, the Manufacturing PMI data will be released today and is expected to fall to the 41.0 level as per the forecast given by Investing.com. Thus, we can expect the market to absorb the negativity until that point, but if the statistic comes below that, then we will be in for one quick plunge. However, as of now, we are still trading in the box range thus technically a sideways pattern.

Unlike my customary Monday morning articles where I look at the indexes, today I shall look at two stocks that are darlings of the retail trading segment. Nevertheless, the index levels have been shared on my Twitter handle and my free Telegram channel. I have done this as the price movements in the index are presently very quick hence the levels need to be updated daily which is easier to do via social media rather than penning a new article every day.

Reliance Industries (NS: RELI ):
Reliance Industries results can be classified as a mixed bag of numbers. This is as the results of Jio and the retail segment are positive. I say this as Jio’s average revenue per user has risen plus the retail segment has been able to maintain its margins despite the lockdown. However, the oil business did not do very well as the recent drop seen in crude prices coupled with the coronavirus related demand shock caused the margins in the segment to plunge. Furthermore, the firm announced a right’s issue worth Rs 53,000 crore which will speed up the deleveraging cycle. Moreover, it makes Mukesh Ambani’s intent of making Reliance industries a zero-debt company by 2021 look believable.

Coming to the technicals Reliance Industries has reached a resistance level and the first signs of the stock being on tenuous grounds surfaced on 24th April. Hence, any investor who wants to go long ought to only do so once it breaks the Rs 1,507 resistance level. However, the traders who want to short the stock can use the support range between Rs 1,302 and Rs 1,339 as an initial price target. If the stock breaks below the above-mentioned support range, then traders can short the stock until the support zone at Rs 1,185.

HDFC AMC:
HDFC Asset Management Company Ltd (NS: HDFA ) is equity that has given investors an excellent return over the past few years as it was constantly on a rise. However, the stock’s rallying spirit has hit a speed bump this year as the market collapsed. Moreover, the situation was worsened for the asset management sector as in March the closure rate of SIPs rose to 70%. Furthermore, if that was not bad enough, the cessation of six funds run by Franklin Templeton gave the industry another jolt as it triggered a fear of redemptions. Additionally, another issue AMC stocks have been facing is that they have technically been underperforming when compared to the benchmark returns as most of their fund managers have been dysfunctional in picking quality trades.

Hence, due to the industry’s dire fundamentals, I do not believe we will see a sizeable turnaround in the equity anytime soon. Moreover, if the stock were to have a close below the Rs 2,357 level then we can expect the equity to fall to the Rs 2,070 price zone. Unfortunately, traders cannot positionally short the stock as it is not in the futures and options segment. However, traders can still profit from descent on an intraday basis by trading it in the MIS cash segment.

Overall, all signs point to a bearish start of the week. This is as the bears have been knocking on the door for quite some time but on Monday, they will finally re-enter the scene. Hence, I believe Monday’s trading session will be very important in deciding the longer-term trend but that fully depends on the end of the day chart pattern. Thus, I will update readers on the pattern after the market closes via Twitter. Lastly, the government’s constant promises about a stimulus plan seem to be now falling on deaf ears. This is as they have always been holding meetings but failing to come up with any concrete strategy. Hence, in my opinion, if they do not provide a concrete solution in the coming days then we will be back into a descent. Thus, the ball is now in the finance ministry’s court so let’s see if they can manage to pull up a plan that will be adequate enough to appease the stock market.

Good luck trading.

Disclaimer: The investments discussed by Sandeep Singh Ahluwalia may not be suitable for all investors. Therefore, you must trust your analysis and judgment the equity before making investment decisions. The report provided is for informational purposes only and should not be interpreted as a proposition to buy or sell any securities."
BRIEF-Reliance Industries Says Reliance O2C Limited Will Continue To Be An Unlisted Company - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-says-reliance-o2c-limited-will-continue-to-be-an-unlisted-company-2240169,BRIEF-Reliance Industries Says Reliance O2C Limited Will Continue To Be An Unlisted Company,"Reuters
Stock Market News
2020-05-01 11:00","May 1 (Reuters) - Reliance Industries Ltd RELI.NS :
* RELIANCE INDUSTRIES -APPROVED SCHEME OF ARRANGEMENT BETWEEN CO, SHAREHOLDERS AND CREDITORS AND RELIANCE O2C LIMITED AND ITS SHAREHOLDERS AND CREDITORS
* RELIANCE INDUSTRIES -RELIANCE O2C LIMITED IS NOT SEEKING LISTING OF ITS SHARES AND WILL CONTINUE TO BE AN UNLISTED COMPANY.
* RELIANCE INDUSTRIES -SCHEME INTER ALIA PROVIDES FOR TRANSFER OF O2C UNDERTAKING OF CO TO RELIANCE O2C LIMITED AS A GOING CONCERN ON SLUMP SALE BASIS
* RELIANCE INDUSTRIES -TRANSFER OF O2C UNDERTAKING FOR LUMP SUM CONSIDERATION EQUAL TO INCOME TAX NET WORTH OF O2C UNDERTAKING AS ON DATE OF SCHEME
* RELIANCE INDUSTRIES -NO SHARES ARE PROPOSED TO BE ISSUED PURSUANT TO THE SCHEME."
BRIEF-Reliance Industries Reports Exceptional Item At March-end Of 42.45 Bln Rupees - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-reports-exceptional-item-at-marchend-of-4245-bln-rupees-2238878,BRIEF-Reliance Industries Reports Exceptional Item At March-end Of 42.45 Bln Rupees,"Reuters
Stock Market News
2020-04-30 13:30","April 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* RELIANCE INDUSTRIES - DETERMINED NON-CASH INVENTORY HOLDING LOSSES IN ENERGY BUSINESSES DUE TO DROP IN OIL PRICES, DEMAND DESTRUCTION DUE TO COVID-19
* RELIANCE INDUSTRIES - INVENTORY HOLDING LOSSES DISCLOSED AS EXCEPTIONAL ITEMS FOR QUARTER, YEAR ENDED MARCH 31 IS 42.45 BILLION RUPEES Further company coverage: RELI.NS"
BRIEF-Reliance Industries March-Qtr Avg GRM At $8.9 Per Barrel - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-marchqtr-avg-grm-at-89-per-barrel-2238902,BRIEF-Reliance Industries March-Qtr Avg GRM At $8.9 Per Barrel,"Reuters
Stock Market News
2020-04-30 13:36","April 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* MARCH QUARTER AVERAGE GROSS REFINING MARGIN $8.9 PER BARREL VERSUS $8.2 PER BARREL YEAR AGO"
BRIEF-Reliance Industries CMD Mukesh Ambani To Forego Salary Till COVID Impact Abates - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-cmd-mukesh-ambani-to-forego-salary-till-covid-impact-abates-2238901,BRIEF-Reliance Industries CMD Mukesh Ambani To Forego Salary Till COVID Impact Abates,"Reuters
Stock Market News
2020-04-30 13:36","April 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* RELIANCE INDUSTRIES LTD SAYS CMD MUKESH AMBANI LEADS COST OPTIMISATION AT RIL, TO FOREGO SALARY TILL COVID IMPACT ABATES
* RELIANCE INDUSTRIES SAYS JIO PLATFORMS ALSO RECEIVES INTEREST FROM OTHER GLOBAL INVESTORS FOR DEALS SIMILAR TO FACEBOOK Further company coverage: RELI.NS"
BRIEF-Reliance Industries Recommends Dividend Of 6.50 Rupees/Share For FY Ended March 31 - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-recommends-dividend-of-650-rupeesshare-for-fy-ended-march-31-2238899,BRIEF-Reliance Industries Recommends Dividend Of 6.50 Rupees/Share For FY Ended March 31,"Reuters
Stock Market News
2020-04-30 13:36","April 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* RECOMMENDED DIVIDEND OF 6.50 RUPEES/SHARE FOR THE FINANCIAL YEAR ENDED MARCH 31, 2020"
BRIEF-India’s Reliance Industries March-Qtr Consol Net Profit Falls 38.7% - Investing.com India,Investing.com,https://in.investing.com/news/briefindias-reliance-industries-marchqtr-consol-net-profit-falls-387-2238904,BRIEF-India's Reliance Industries March-Qtr Consol Net Profit Falls 38.7%,"Reuters
Stock Market News
2020-04-30 13:36","April 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* MARCH QUARTER CONSOL NET PROFIT 63.48 BILLION RUPEES VERSUS 103.62 BILLION RUPEES YEAR AGO
* RELIANCE INDUSTRIES LTD CONSENSUS FORECAST FOR MARCH-QUARTER CONSOL PROFIT WAS 105.20 BILLION RUPEES -- REFINITIV DATA
* MARCH QUARTER CONSOL REVENUE FROM OPERATIONS 1.39 TRLN RUPEES VERSUS 1.43 TRLN RUPEES YEAR AGO
* MARCH QUARTER PROFIT 25.80 BILLION RUPEES VERSUS 85.56 BILLION RUPEES YEAR AGO
* MARCH QUARTER REVENUE FROM OPERATIONS 769.99 BILLION RUPEES VERSUS 867.40 BILLION RUPEES YEAR AGO"
BRIEF-Reliance Industries Says Co Set To Achieve Net Zero Debt Status Ahead Of Its Own Aggressive Timeline - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-says-co-set-to-achieve-net-zero-debt-status-ahead-of-its-own-aggressive-timeline-2238927,BRIEF-Reliance Industries Says Co Set To Achieve Net Zero Debt Status Ahead Of Its Own Aggressive Timeline,"Reuters
Stock Market News
2020-04-30 13:42","April 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* RIL IS SET TO ACHIEVE NET ZERO DEBT STATUS AHEAD OF ITS OWN AGGRESSIVE TIMELINE
* TO CONTINUE TO OPERATE ALL MAJOR OIL TO CHEMICAL FACILITIES AT NEAR NORMAL UTILISATION LEVELS
* RELIANCE INDUSTRIES SAYS APPROVED SCHEME TO TRANSFER OIL TO CHEMICAL BUSINESS OF CO TO RELIANCE O2C LTD
* TO ANNOUNCE A FB- LIKE INVESTMENT DEAL IN COMING MONTHS Further company coverage: RELI.NS"
BRIEF-Reliance Industries Exec Says Aims To Be Net Debt Free In 2020 - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-exec-says-aims-to-be-net-debt-free-in-2020-2239140,BRIEF-Reliance Industries Exec Says Aims To Be Net Debt Free In 2020,"Reuters
Stock Market News
2020-04-30 15:36","April 30 (Reuters) - Reliance Industries Ltd (NS: RELI ) joint CFO V Srikanth says:
* RELIANCE INDUSTRIES EXEC SAYS AIMS TO BE NET DEBT FREE IN 2020
* RELIANCE INDUSTRIES EXEC SAYS SEES SIGNIFICANT INTEREST FROM STRATEGIC AND FINANCIAL INVESTORS IN RETAIL BUSINESS
* RELIANCE INDUSTRIES EXEC SAYS NET DEBT AS ON MARCH 30 AT 1.61 TRLN RUPEES VERSUS 1.54 TRLN RUPEES YEAR AGO
* RELIANCE INDUSTRIES EXEC SAYS INVESTMENT CYCLE COMPLETED
* RELIANCE INDUSTRIES EXEC SAYS ALL PETCOKE GASIFIERS ARE OPERATING AND HAVE STABILIZED
* RELIANCE INDUSTRIES EXEC SAYS TOWER DEAL WITH BROOKFIELD EXPECTED TO BE COMPLETED IN CURRENT QUARTER Further company coverage: RELI.NS"
BRIEF-Reliance Industries Outstanding Debt March-end Was $44.4 Bln - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-outstanding-debt-marchend-was-444-bln-2238879,BRIEF-Reliance Industries Outstanding Debt March-end Was $44.4 Bln,"Reuters
Stock Market News
2020-04-30 13:30","April 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* OUTSTANDING DEBT AS ON 31 MARCH, 2020 WAS $44.4 BILLION
* CASH AND CASH EQUIVALENTS AS ON 31 MARCH, 2020 WERE AT $23.2 BILLION Further company coverage: RELI.NS"
UPDATE 1-India’s Reliance Industries to consider first rights issue in three decades - Investing.com India,Investing.com,https://in.investing.com/news/update-1indias-reliance-industries-to-consider-first-rights-issue-in-three-decades-2234567,Reliance Industries to consider first rights issue in three decades,"Reuters
Stock Market News
2020-04-28 07:06","(Updates with details on debt, analyst quotes, background)
By Swati Bhat
MUMBAI, April 28 (Reuters) - India's Reliance Industries Ltd RELI.NS said it will consider its first rights issue in almost 30 years when its board meets on Thursday, in another attempt to slash its debt.
In an exchange filing late on Monday the oil-to-retail conglomerate said a rights issue would be on the table at the meeting although it gave no details of what exactly was under consideration.
The discussions come after Facebook FB.O revealed plans to spend $5.7 billion to buy a 9.99% stake in Reliance's digital arm, raising questions about why the Indian company would need to raise addi0tional capital through a rights offer. rights issue is a surprise, considering that they are getting equity infusion from Facebook,"" said Naveen Kulkarni, chief investment officer at Axis Securities.
""There will be some dilution because of the issue, but it is difficult to gauge at this point in time how much the stock will fall because the quantum is not known.""
Several analysts however said a rights issue would be a positive development reflecting the confidence of management and their commitment to eliminating Reliance's net debt of about $22 billion by March 2021.
""It reflects promoter's unflinching faith in the medium to long term prospects of various businesses,"" said Ajay Bodke, chief executive at Prabhudas Lilladher, a portfolio management service company.
Reliance shares rose as much as 1.8% in early trade following the announcement, later falling in line with the broader market. At 0625 GMT, the shares were trading down 1.7%.
Promoters - as controlling stakeholders are called in India - hold a little over 50% of Reliance and would likely infuse their own funds into the company if they want to retain their stake at current levels.
Reliance had hoped to pocket nearly $15 billion by offloading a 20% stake in its refining and petrochemicals arm to Saudi Aramco (SE: 2222 ), in a deal which was due to be closed by March but now could be shelved amid the ongoing coronavirus pandemic.
One analyst who declined to be named said Reliance may be looking at a rights issue as the Aramco deal appeared to be in doubt.
Reliance acquired huge amounts of debt when it bought into the telecom sector with the launch of Jio, which began operations in late 2016 with free voice and cut-price data, triggering consolidation in an overcrowded sector."
Reliance Industries to consider first rights issue in three decades - Investing.com India,Investing.com,https://in.investing.com/news/indias-reliance-industries-to-consider-first-rights-issue-in-three-decades-2234443,Reliance Industries to consider first rights issue in three decades,"Reuters
Stock Market News
2020-04-28 05:12","MUMBAI, April 28 (Reuters) - India's Reliance Industries Ltd RELI.NS will consider a rights issue at its board meeting on April 30, in what would be its first such issue in nearly three decades, the oil to retail conglomerate said in an exchange filing late on Monday.
Reliance did not provide any details of the rights issue under consideration.
Shares in the company rose as much as 1.8% in early trade following the announcement, later falling in line with the broader market. At 0455 GMT, the shares were trading down 2% while the Nifty share index .NSEI was 0.1% lower.
Promoters - as controlling stakeholders are called in India - hold a little over 50% of the company. Analysts said the potential for a rights issue is a positive development and reflects the confidence of management and their commitment to reducing Reliance's net debt to zero by March 2021.
""It reflects promoter's unflinching faith in the medium to long term prospects of various businesses,"" said Ajay Bodke, chief executive at Prabhudas Lilladher, a portfolio management service company.
""This is an apt opportunity for current shareholders to participate in the likely value unlocking of various businesses over the next couple of years."""
BRIEF-Reliance Industries To Consider Rights Issue - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-to-consider-rights-issue-2234309,BRIEF-Reliance Industries To Consider Rights Issue,"Reuters
Stock Market News
2020-04-28 02:48","April 28 (Reuters) - Reliance Industries Ltd RELI.NS :
* TO CONSIDER PROPOSAL TO ISSUE EQUITY SHARES ON RIGHTS BASIS"
UPDATE 2-Facebook to buy 10% stake in telco unit of India’s Reliance Industries for $5.7 bln,Investing.com,https://in.investing.com/news/facebook-invests-57-billion-in-indias-reliance-jio-2227370,CORRECTED-UPDATE 6-Facebook bets on India with $5.7 bln Reliance deal,"Reuters
Stock Market News
2020-04-22 01:42","(Corrects paragraph 2 to say Facebook is based in Menlo Park, California, not Cupertino, California)
* Facebook to take 9.99% stake in Reliance's Jio Platforms
* WhatsApp to help Jio retail venture as partnership begins
* Deal to will help Reliance cut debt
* Deal to help Facebook to built WeChat like super app-source
By Sankalp Phartiyal and Nivedita Bhattacharjee
NEW DELHI/BENGALURU, April 22 (Reuters) - Facebook FB.O is set to spend $5.7 billion to buy a 9.99% stake in Reliance Industries ' RELI.NS digital arm, as it looks to roll out services for India's grocers and small businesses by capitalizing on WhatsApp's extensive reach in the country.
The deal announced on Wednesday is Facebook's biggest since its $22 billion buyout of WhatsApp in 2014 and will give the Menlo Park, California-based firm a stake in Jio Platforms - the digital services entity that houses Reliance's telecoms arm Jio Infocomm, as well as its news, movie and music apps, along with other businesses.
The transaction is also the eighth largest deal in Asia this year based on deal value, according to Refinitiv data, and comes at a time when the coronavirus outbreak has stifled mergers and acquisitions activity globally.
To kick off the partnership, Facebook's WhatsApp messenger, which counts India as its biggest market with about 400 million users, will help fuel the growth of Jio's new retail venture, JioMart, the two companies said.
""In the near future JioMart ... and WhatsApp will empower nearly 30 million small Indian kirana (grocery) shops to digitally transact with every customer in their neighborhood,"" Mukesh Ambani, Reliance chairman and Asia's richest man, said in a video statement.
JioMart, the e-commerce venture of Reliance's retail arm, offers customers free express grocery deliveries from neighbourhood mum-and-pop stores. It is yet to be launched across India, and is likely to pose a formidable challenge to Amazon.com's AMZN.O local unit and Walmart (NYSE: WMT )'s WMT.N Flipkart, which are also betting big on groceries to grow.
For Reliance, the deal will help the oil-to-retail group, which bet over $30 billion on the Jio telecoms venture, reduce its debt load.
FACEBOOK INDIA ROADMAP
The companies said the potential benefits of the deal were manifold, but shied away from giving details.
""We will really look to explore multiple areas of collaboration,"" Ajit Mohan, the India head of Facebook, told journalists on a call. ""And the spirit of it will be - can we open new doors? Can we open new avenues?""
The investment, according to tech and retail analysts, will give Facebook new means to expand in India, its biggest market outside of the United States.
Facebook's offerings such as WhatsApp Business, which allows businesses to catalogue products and send automated replies, and a payment service, could be handy tools for millions of small retailers and customers that Reliance wants to tie together.
The alliance with Jio, which has over 380 million subscribers, could also help WhatsApp evolve into an Indian version of Chinese internet giant Tencent's 0700.HK WeChat, which allows users to chat, make payments and book flights and hotels, a source with direct knowledge of the deal said.
""The idea is to turn the Facebook, WhatsApp and Instagram ecosystem into something like that. What Facebook don't want to do is go out and deal with the physical task of building warehouses, keeping inventory. They don't want to be a Walmart or an Amazon,"" the source added, declining to be identified as details of the deal were private.
RELIANCE'S SWAY
The perceived closeness between Reliance chairman Ambani - who has net worth of $49.2 billion, according to Forbes - and India's ruling Bharatiya Janata Party could also ease Facebook's struggles in country which has taken Big Tech to task over issues such as misinformation and data privacy, sources said.
WhatsApp's payments service has been awaiting regulatory clearances for nearly two years, and India has previously blamed WhatsApp for the spread of misinformation and fake news.
Facebook's Mohan, however, played down the idea of the deal being aimed at smoothing regulatory issues, saying it was squarely focused on meeting the needs of small business owners.
Reliance has always pitched Jio as a technology company and it is using its financial muscle to build smart homes, which could rival Amazon's Alexa-based solutions, connected cars and security systems. For all of those, it could potentially tap into Facebook's tech prowess.
""They (Reliance) have great ambition. As they try to build a retail business on top of the core Jio base, this deal provides them with a mechanism for not having to go through a hit and trial method, but leverage some technologies that are proven,"" said Atul Kunwar, a former Chief Technology officer at one of India's biggest IT firms, Tech Mahindra TEML.NS .
Shares in Reliance ended 10% higher after rising as much as 12% earlier on the news, contributing nearly half the gains on the NSE Nifty 50 index on Wednesday.
Morgan Stanley (NYSE: MS ) acted as financial adviser for Reliance, while AZB & Partners and Davis Polk & Wardwell acted as legal counsel. Facebook was advised by Bank of America (NYSE: BAC )."
BRIEF-Reliance Industries Exec Says Intend To Take Jio Public In Medium Term - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-exec-says-intend-to-take-jio-public-in-medium-term-2227649,BRIEF-Reliance Industries Exec Says Intend To Take Jio Public In Medium Term,"Reuters
Stock Market News
2020-04-22 06:36","April 22 (Reuters) - Facebook Inc FB.O India Managing Director Ajit Mohan:
* SAYS INVESTMENT IN RELIANCE UNDERSCORES CO'S COMMITMENT TO INDIA
* SAYS THE PLATFORMS REMAIN OPEN, THE COLLABORATION IS NOT MEANT TO BE EXCLUSIVE
* SAYS HOPING TO GET REGULATORY APPROVALS FOR WHATSAPP PAY IN INDIA Reliance Industries RELI.NS Strategy Head Anshuman Thakur:
* SAYS WITH FACEBOOK'S INVESTMENT, 150 BILLION RUPEES WOULD BE RETAINED, AND NET DEBT WOULD COME DOWN
* SAYS POST COVID, SEE MANY MORE OPPORTUNITIES TO WORK TOGETHER
* SAYS FACEBOOK WILL HAVE SEAT ON JIO PLATFORMS BOARD
* SAYS INTEND TO TAKE JIO PUBLIC IN THE MEDIUM TERM"
